product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,product_type,id,mean_of_ratings
"Quantum QHM-7406 Full-Sized Keyboard with (₹) Rupee Symbol, Hotkeys and 3-pieces LED function for Desktop/Laptop/Smart TV Spill-Resistant Wired USB Keyboard with 10 million keystrokes lifespan (Black)",Computers&Accessories,299.0,599.0,50%,3.8,3.066,Keyboards,681,Average
"STRIFF Laptop Tabletop Stand, Fold-Up, Adjustable, Ventilated, Portable Holder for Desk, Aluminum Foldable Laptop Ergonomic Compatibility with up to 15.6-inch Laptop, All Mac, Tab, and Mobile (Silver)",Computers&Accessories,449.0,999.0,55%,4.0,2.102,Lapdesks,682,Average
"Logitech M221 Wireless Mouse, Silent Buttons, 2.4 GHz with USB Mini Receiver, 1000 DPI Optical Tracking, 18-Month Battery Life, Ambidextrous PC / Mac / Laptop - Charcoal Grey",Computers&Accessories,799.0,1.295,38%,4.4,34.852,Mice,683,Good
"AmazonBasics Flexible Premium HDMI Cable (Black, 4K@60Hz, 18Gbps), 3-Foot",Electronics,219.0,700.0,69%,4.4,4.26,HDMICables,684,Good
"Classmate Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,157.0,160.0,2%,4.5,8.618,WireboundNotebooks,685,Good
HP 32GB Class 10 MicroSD Memory Card (U1 TF Card 32GB),Electronics,369.0,1.6,77%,4.0,32.625,MicroSD,686,Average
"HP 150 Wireless USB Mouse with Ergonomic and ambidextrous Design, 1600 DPI Optical Tracking, 2.4 GHz Wireless connectivity, Dual-Function Scroll Wheel and 12 Month Long Battery Life. 3-Years Warranty.",Computers&Accessories,599.0,899.0,33%,4.0,4.018,Mice,687,Average
"Duracell Rechargeable AA 1300mAh Batteries, 4Pcs",Electronics,479.0,599.0,20%,4.3,11.687,RechargeableBatteries,688,Good
"Portronics Konnect CL 20W POR-1067 Type-C to 8 Pin USB 1.2M Cable with Power Delivery & 3A Quick Charge Support, Nylon Braided for All Type-C and 8 Pin Devices, Green",Computers&Accessories,350.0,899.0,61%,4.2,2.262,USBCables,689,Good
"boAt Airdopes 181 in-Ear True Wireless Earbuds with ENx  Tech, Beast  Mode(Low Latency Upto 60ms) for Gaming, with Mic, ASAP  Charge, 20H Playtime, Bluetooth v5.2, IPX4 & IWP (Cool Grey)",Electronics,1.598,2.99,47%,3.8,11.015,In-Ear,690,Average
"TP-Link USB Bluetooth Adapter for PC, 5.0 Bluetooth Dongle Receiver (UB500) Supports Windows 11/10/8.1/7 for Desktop, Laptop, Mouse, Keyboard, Printers, Headsets, Speakers, PS4/ Xbox Controllers",Computers&Accessories,599.0,899.0,33%,4.3,95.116,BluetoothAdapters,691,Good
Portronics Konnect L 1.2M POR-1401 Fast Charging 3A 8 Pin USB Cable with Charge & Sync Function (White),Computers&Accessories,159.0,399.0,60%,4.1,4.768,USBCables,692,Good
"SanDisk Ultra Dual Drive Luxe USB Type C Flash Drive (Silver, 128 GB, 5Y - SDDDC4-128G-I35)",Computers&Accessories,1.299,3.0,57%,4.3,23.022,PenDrives,693,Good
"Noise ColorFit Pulse Smartwatch with 3.56 cm (1.4"") Full Touch HD Display, SpO2, Heart Rate, Sleep Monitors & 10-Day Battery - Jet Black",Electronics,1.599,4.999,68%,4.0,67.951,SmartWatches,694,Average
"rts [2 Pack] Mini USB C Type C Adapter Plug, Type C Female to USB A Male Charger Charging Cable Adapter Converter compatible for iPhone, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad Silver",Computers&Accessories,294.0,4.999,94%,4.3,4.426,USBtoUSBAdapters,695,Good
HP 682 Black Original Ink Cartridge,Computers&Accessories,828.0,861.0,4%,4.2,4.567,InkjetInkCartridges,696,Good
Logitech H111 Wired On Ear Headphones With Mic Black,Electronics,745.0,795.0,6%,4.0,13.797,On-Ear,697,Average
"Digitek DTR 550 LW (67 Inch) Tripod For DSLR, Camera |Operating Height: 5.57 Feet | Maximum Load Capacity up to 4.5kg | Portable Lightweight Aluminum Tripod with 360 Degree Ball Head | Carry Bag Included (Black) (DTR 550LW)",Electronics,1.549,2.495,38%,4.4,15.137,CompleteTripodUnits,698,Good
MI Braided USB Type-C Cable for Charging Adapter (Red),Computers&Accessories,349.0,399.0,13%,4.4,18.757,USBCables,699,Good
"Duracell USB Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,970.0,1.799,46%,4.5,815.0,USBCables,700,Good
"TP-Link TL-WA850RE Single_Band 300Mbps RJ45 Wireless Range Extender, Broadband/Wi-Fi Extender, Wi-Fi Booster/Hotspot with 1 Ethernet Port, Plug and Play, Built-in Access Point Mode, White",Computers&Accessories,1.469,2.499,41%,4.2,1.56,Repeaters&Extenders,701,Good
COI Note Pad/Memo Book with Sticky Notes & Clip Holder with Pen for Gifting,OfficeProducts,198.0,800.0,75%,4.1,9.344,Notepads&MemoBooks,702,Good
Fujifilm Instax Mini Single Pack 10 Sheets Instant Film for Fuji Instant Cameras,Electronics,549.0,549.0,0%,4.5,4.875,Film,703,Good
"Fire-Boltt Ring 3 Smart Watch 1.8 Biggest Display with Advanced Bluetooth Calling Chip, Voice Assistance,118 Sports Modes, in Built Calculator & Games, SpO2, Heart Rate Monitoring",Electronics,2.999,9.999,70%,4.2,20.881,SmartWatches,704,Good
"Samsung Galaxy Watch4 Bluetooth(4.4 cm, Black, Compatible with Android only)",Electronics,12.0,29.999,60%,4.3,4.744,SmartWatches,705,Good
"Noise Buds Vs104 Bluetooth Truly Wireless in Ear Earbuds with Mic, 30-Hours of Playtime, Instacharge, 13Mm Driver and Hyper Sync (Charcoal Black)",Electronics,1.299,3.499,63%,3.9,12.452,In-Ear,706,Average
"Duracell Ultra Alkaline AAA Battery, 8 Pcs",Electronics,269.0,315.0,15%,4.5,17.81,DisposableBatteries,707,Good
"JBL C200SI, Premium in Ear Wired Earphones with Mic, Signature Sound, One Button Multi-Function Remote, Angled Earbuds for Comfort fit (Blue)",Electronics,799.0,1.499,47%,4.1,53.648,In-Ear,708,Good
"Acer EK220Q 21.5 Inch (54.61 cm) Full HD (1920x1080) VA Panel LCD Monitor with LED Back Light I 250 Nits I HDMI, VGA Ports I Eye Care Features Like Bluelight Shield, Flickerless & Comfy View (Black)",Computers&Accessories,6.299,13.75,54%,4.2,2.014,Monitors,709,Good
"E-COSMOS 5V 1.2W Portable Flexible USB LED Light (Colors May Vary, Small) - Set of 2 Pieces",Computers&Accessories,59.0,59.0,0%,3.8,5.958,Lamps,710,Average
boAt Dual Port Rapid Car Charger (Qualcomm Certified) with Quick Charge 3.0 + Free Micro USB Cable - (Black),Electronics,571.0,999.0,43%,4.3,38.221,AutomobileChargers,711,Good
"Zebronics ZEB-COUNTY 3W Wireless Bluetooth Portable Speaker With Supporting Carry Handle, USB, SD Card, AUX, FM & Call Function. (Green)",Electronics,549.0,999.0,45%,3.9,64.705,BluetoothSpeakers,712,Average
"KINGONE Upgraded Stylus Pen, iPad Pencil, Ultra High Precision & Sensitivity, Palm Rejection, Prevents False ON/Off Touch, Power Display, Tilt Sensitivity, Magnetic Adsorption for iPad 2018 and Later",Electronics,2.099,5.999,65%,4.3,17.129,StylusPens,713,Good
LG 80 cm (32 inches) HD Ready Smart LED TV 32LM563BPTC (Dark Iron Gray),Electronics,13.49,21.99,39%,4.3,11.976,SmartTelevisions,714,Good
Zebronics Wired Keyboard and Mouse Combo with 104 Keys and a USB Mouse with 1200 DPI - JUDWAA 750,Computers&Accessories,448.0,699.0,36%,3.9,17.348,Keyboard&MouseSets,715,Average
"JBL Tune 215BT, 16 Hrs Playtime with Quick Charge, in Ear Bluetooth Wireless Earphones with Mic, 12.5mm Premium Earbuds with Pure Bass, BT 5.0, Dual Pairing, Type C & Voice Assistant Support (Black)",Electronics,1.499,2.999,50%,3.7,87.798,In-Ear,716,Average
"Gizga Essentials Professional 3-in-1 Cleaning Kit for Camera, Lens, Binocular, Laptop, TV, Monitor, Smartphone, Tablet (Includes: Cleaning Liquid 100ml, Plush Microfiber Cloth, Dust Removal Brush)",Electronics,299.0,499.0,40%,4.2,24.432,CleaningKits,717,Good
SanDisk Ultra Dual 64 GB USB 3.0 OTG Pen Drive (Black),Computers&Accessories,579.0,1.4,59%,4.3,1.89,PenDrives,718,Good
TP-Link Tapo 360° 2MP 1080p Full HD Pan/Tilt Home Security Wi-Fi Smart Camera| Alexa Enabled| 2-Way Audio| Night Vision| Motion Detection| Sound and Light Alarm| Indoor CCTV (Tapo C200) White,Electronics,2.499,3.299,24%,4.2,93.112,DomeCameras,719,Good
"boAt Airdopes 171 in Ear Bluetooth True Wireless Earbuds with Upto 13 Hours Battery, IPX4, Bluetooth v5.0, Dual Tone Finish with Mic (Mysterious Blue)",Electronics,1.199,5.999,80%,3.9,47.521,In-Ear,720,Average
Duracell Plus AAA Rechargeable Batteries (750 mAh) Pack of 4,Electronics,399.0,499.0,20%,4.3,27.201,RechargeableBatteries,721,Good
"tizum HDMI to VGA Adapter Cable 1080P for Projector, Computer, Laptop, TV, Projectors & TV",Electronics,279.0,499.0,44%,3.7,10.962,HDMICables,722,Average
Samsung 80 cm (32 Inches) Wondertainment Series HD Ready LED Smart TV UA32T4340BKXXL (Glossy Black),Electronics,13.49,22.9,41%,4.3,16.299,SmartTelevisions,723,Good
"Logitech B100 Wired USB Mouse, 3 yr Warranty, 800 DPI Optical Tracking, Ambidextrous PC/Mac/Laptop - Black",Computers&Accessories,279.0,375.0,26%,4.3,31.534,Mice,724,Good
"Noise Pulse Buzz 1.69"" Bluetooth Calling Smart Watch with Call Function, 150 Watch Faces, 60 Sports Modes, Spo2 & Heart Rate Monitoring, Calling Smart Watch for Men & Women - Jet Black",Electronics,2.499,4.999,50%,3.9,7.571,SmartWatches,725,Average
"Classmate 2100117 Soft Cover 6 Subject Spiral Binding Notebook, Single Line, 300 Pages",OfficeProducts,137.0,160.0,14%,4.4,6.537,WireboundNotebooks,726,Good
Flix Micro Usb Cable For Smartphone (Black),Computers&Accessories,59.0,199.0,70%,4.0,9.377,USBCables,727,Average
"AirCase Rugged Hard Drive Case for 2.5-inch Western Digital, Seagate, Toshiba, Portable Storage Shell for Gadget Hard Disk USB Cable Power Bank Mobile Charger Earphone, Waterproof (Black)",Computers&Accessories,299.0,499.0,40%,4.5,21.01,HardDiskBags,728,Good
"Noise Buds VS402 Truly Wireless in Ear Earbuds, 35-Hours of Playtime, Instacharge, Quad Mic with ENC, Hyper Sync, Low Latency, 10mm Driver, Bluetooth v5.3 and Breathing LED Lights (Neon Black)",Electronics,1.799,3.999,55%,3.9,3.517,In-Ear,729,Average
"JBL Go 2, Wireless Portable Bluetooth Speaker with Mic, JBL Signature Sound, Vibrant Color Options with IPX7 Waterproof & AUX (Blue)",Electronics,1.999,2.999,33%,4.3,63.899,BluetoothSpeakers,730,Good
Tizum High Speed HDMI Cable with Ethernet | Supports 3D 4K | for All HDMI Devices Laptop Computer Gaming Console TV Set Top Box (1.5 Meter/ 5 Feet),Electronics,199.0,699.0,72%,4.2,12.153,HDMICables,731,Good
Robustrion Tempered Glass Screen Protector for iPad 10.2 inch 9th Gen Generation 2021 8th Gen 2020 7th Gen 2019,Computers&Accessories,399.0,1.499,73%,4.1,5.73,ScreenProtectors,732,Good
"Redgear Pro Wireless Gamepad with 2.4GHz Wireless Technology, Integrated Dual Intensity Motor, Illuminated Keys for PC(Compatible with Windows 7/8/8.1/10 only)",Computers&Accessories,1.699,3.999,58%,4.2,25.488,Gamepads,733,Good
"Logitech M235 Wireless Mouse, 1000 DPI Optical Tracking, 12 Month Life Battery, Compatible with Windows, Mac, Chromebook/PC/Laptop",Computers&Accessories,699.0,995.0,30%,4.5,54.405,Mice,734,Good
"STRIFF 12 Pieces Highly Flexible Silicone Micro USB Protector, Mouse Cable Protector, Suit for All Cell Phones, Computers and Chargers (White)",Electronics,95.0,499.0,81%,4.2,1.949,Décor,735,Good
TP-link N300 WiFi Wireless Router TL-WR845N | 300Mbps Wi-Fi Speed | Three 5dBi high gain Antennas | IPv6 Compatible | AP/RE/WISP Mode | Parental Control | Guest Network,Computers&Accessories,1.149,1.699,32%,4.2,1.22,Routers,736,Good
"Logitech MK240 Nano Wireless USB Keyboard and Mouse Set, 12 Function Keys 2.4GHz Wireless, 1000DPI, Spill-Resistant Design, PC/Mac, Black/Chartreuse Yellow",Computers&Accessories,1.495,1.995,25%,4.3,7.241,Keyboard&MouseSets,737,Good
"Callas Multipurpose Foldable Laptop Table with Cup Holder | Drawer | Mac Holder | Table Holder Study Table, Breakfast Table, Foldable and Portable/Ergonomic & Rounded Edges/Non-Slip Legs (WA-27-Black)",Computers&Accessories,849.0,4.999,83%,4.0,20.457,Lapdesks,738,Average
Casio MJ-12D 150 Steps Check and Correct Desktop Calculator,OfficeProducts,440.0,440.0,0%,4.5,8.61,Basic,739,Good
"Tukzer Capacitive Stylus Pen for Touch Screens Devices, Fine Point, Lightweight Metal Body with Magnetism Cover Cap for Smartphones/Tablets/iPad/iPad Pro/iPhone (Grey)",Electronics,349.0,999.0,65%,3.8,16.557,StylusPens,740,Average
"Amazon Basics Multipurpose Foldable Laptop Table with Cup Holder, Brown",Computers&Accessories,599.0,3.999,85%,3.9,1.087,Lapdesks,741,Average
"Kanget [2 Pack] Type C Female to USB A Male Charger | Charging Cable Adapter Converter compatible for iPhone 14, 13, 12,11 Pro Max/Mini/XR/XS/X/SE, Samsung S20 ultra/S21/S10/S8/S9/MacBook Pro iPad (Grey)",Computers&Accessories,149.0,399.0,63%,4.0,1.54,USBtoUSBAdapters,742,Average
"Amazon Basics Magic Slate 8.5-inch LCD Writing Tablet with Stylus Pen, for Drawing, Playing, Noting by Kids & Adults, Black",Computers&Accessories,289.0,999.0,71%,4.1,401.0,GraphicTablets,743,Good
"Zebronics ZEB-90HB USB Hub, 4 Ports, Pocket Sized, Plug & Play, for Laptop & Computers",Computers&Accessories,179.0,499.0,64%,3.4,9.385,USBHubs,744,Average
"Noise ColorFit Pro 2 Full Touch Control Smart Watch with 35g Weight & Upgraded LCD Display,IP68 Waterproof,Heart Rate Monitor,Sleep & Step Tracker,Call & Message Alerts & Long Battery Life (Jet Black)",Electronics,1.499,4.999,70%,4.0,92.588,SmartWatches,745,Average
"Zebronics Zeb Buds C2 in Ear Type C Wired Earphones with Mic, Braided 1.2 Metre Cable, Metallic Design, 10mm Drivers, in Line Mic & Volume Controller (Blue)",Electronics,399.0,699.0,43%,3.4,3.454,In-Ear,746,Average
"Redgear A-15 Wired Gaming Mouse with Upto 6400 DPI, RGB & Driver Customization for PC(Black)",Computers&Accessories,599.0,799.0,25%,4.3,15.79,GamingMice,747,Good
"JBL Commercial CSLM20B Auxiliary Omnidirectional Lavalier Microphone with Battery for Content Creation, Voiceover/Dubbing, Recording (Black,Small)",Computers&Accessories,949.0,2.0,53%,3.9,14.969,PCMicrophones,748,Average
"Fire-Boltt India's No 1 Smartwatch Brand Ring Bluetooth Calling with SpO2 & 1.7” Metal Body with Blood Oxygen Monitoring, Continuous Heart Rate, Full Touch & Multiple Watch Faces",Electronics,2.499,9.999,75%,4.1,42.139,SmartWatches,749,Good
Eveready Red 1012 AAA Batteries - Pack of 10,Electronics,159.0,180.0,12%,4.3,989.0,DisposableBatteries,750,Good
"SanDisk Extreme microSD UHS I Card 128GB for 4K Video on Smartphones,Action Cams 190MB/s Read,90MB/s Write",Electronics,1.329,2.9,54%,4.5,19.624,MicroSD,751,Good
Portronics MPORT 31C 4-in-1 USB Hub (Type C to 4 USB-A Ports) with Fast Data Transfer,Computers&Accessories,570.0,999.0,43%,4.2,3.201,USBHubs,752,Good
"Infinity (JBL Fuze Pint, Wireless Ultra Portable Mini Speaker with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support for Mobiles (Black)",Electronics,899.0,1.999,55%,4.1,30.469,OutdoorSpeakers,753,Good
"AirCase Protective Laptop Bag Sleeve fits Upto 13.3"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,449.0,999.0,55%,4.4,9.94,LaptopSleeves&Slipcases,754,Good
"Brand Conquer 6 in 1 with OTG, SD Card Reader, USB Type C, USB 3.0 and Micro USB, for Memory Card | Portable Card Reader | Compatible with TF, SD, Micro SD, SDHC, SDXC, MMC, RS-MMC, Micro SDXC",Computers&Accessories,549.0,999.0,45%,4.3,7.758,ExternalMemoryCardReaders,755,Good
"TP-Link AC750 Dual Band Wireless Cable Router, 4 10/100 LAN + 10/100 WAN Ports, Support Guest Network and Parental Control, 750Mbps Speed Wi-Fi, 3 Antennas (Archer C20) Blue, 2.4 GHz",Computers&Accessories,1.529,2.399,36%,4.3,68.409,Routers,756,Good
"Parker Quink Ink Bottle, Blue",OfficeProducts,100.0,100.0,0%,4.3,3.095,BottledInk,757,Good
STRIFF Laptop Stand Adjustable Laptop Computer Stand Multi-Angle Stand Phone Stand Portable Foldable Laptop Riser Notebook Holder Stand Compatible for 9 to 15.6” Laptops Black(Black),Computers&Accessories,299.0,1.499,80%,4.2,903.0,NotebookComputerStands,758,Good
"Logitech MK215 Wireless Keyboard and Mouse Combo for Windows, 2.4 GHz Wireless, Compact Design, 2-Year Battery Life(Keyboard),5 Month Battery Life(Mouse) PC/Laptop- Black",Computers&Accessories,1.295,1.795,28%,4.1,25.771,Keyboard&MouseSets,759,Good
boAt Bassheads 225 in Ear Wired Earphones with Mic(Blue),Electronics,699.0,999.0,30%,4.1,2.73,In-Ear,760,Good
"Luxor 5 Subject Single Ruled Notebook - A4, 70 GSM, 300 pages",OfficeProducts,252.0,315.0,20%,4.5,3.785,CompositionNotebooks,761,Good
Duracell Chhota Power AA Battery Set of 10 Pcs,Electronics,190.0,220.0,14%,4.4,2.866,DisposableBatteries,762,Good
"Zebronics Zeb-Transformer Gaming Keyboard and Mouse Combo (USB, Braided Cable)",Computers&Accessories,1.299,1.599,19%,4.3,27.223,Keyboard&MouseSets,763,Good
"SanDisk Ultra 64 GB USB Pen Drives (SDDDC2-064G-I35, Black, Silver)",Computers&Accessories,729.0,1.65,56%,4.3,82.356,PenDrives,764,Good
Parker Classic Gold Gold Trim Ball Pen,OfficeProducts,480.0,600.0,20%,4.3,5.719,RetractableBallpointPens,765,Good
"boAt Flash Edition Smart Watch with Activity Tracker, Multiple Sports Modes, 1.3"" Screen, 170+ Watch Faces, Sleep Monitor, Gesture, Camera & Music Control, IP68 & 7 Days Battery Life(Lightning Black)",Electronics,1.799,6.99,74%,4.0,26.88,SmartWatches,766,Average
"Tarkan Portable Folding Laptop Desk for Bed, Lapdesk with Handle, Drawer, Cup & Mobile/Tablet Holder for Study, Eating, Work (Black)",Computers&Accessories,999.0,2.499,60%,4.3,1.69,Lapdesks,767,Good
"Ambrane Unbreakable 3 in 1 Fast Charging Braided Multipurpose Cable for Speaker with 2.1 A Speed - 1.25 meter, Black",Computers&Accessories,299.0,399.0,25%,4.0,2.766,USBCables,768,Average
"Quantum RJ45 Ethernet Patch Cable/LAN Router Cable with Heavy Duty Gold Plated Connectors Supports Hi-Speed Gigabit Upto 1000Mbps, Waterproof and Durable,1-Year Warranty-32.8 Feet (10 Meters)(White)",Computers&Accessories,238.0,699.0,66%,4.4,8.372,EthernetCables,769,Good
"HP USB Wireless Spill Resistance Keyboard and Mouse Set with 10m Working Range 2.4G Wireless Technology / 3 Years Warranty (4SC12PA), Black",Computers&Accessories,1.349,2.198,39%,4.0,7.113,Keyboard&MouseSets,770,Average
"boAt A400 USB Type-C to USB-A 2.0 Male Data Cable, 2 Meter (Black)",Computers&Accessories,299.0,999.0,70%,4.3,20.85,USBCables,771,Good
"HUMBLE Dynamic Lapel Collar Mic Voice Recording Filter Microphone for Singing Youtube SmartPhones, Black",Computers&Accessories,199.0,499.0,60%,3.3,2.804,PCMicrophones,772,Average
"Boult Audio Omega with 30dB ANC+ ENC, 32H Playtime, 45ms Latency Gaming Mode, Quad Mic Zen ENC, 3 Equalizer Modes, ANC, Type-C Fast Charging, IPX5 True Wireless in Ear Bluetooth Earbuds (Black)",Electronics,1.999,9.999,80%,3.7,1.986,In-Ear,773,Average
"STRIFF UPH2W Multi Angle Tablet/Mobile Stand. Holder for iPhone, Android, Samsung, OnePlus, Xiaomi. Portable,Foldable Stand.Perfect for Bed,Office, Home,Gift and Desktop (White)",Electronics,99.0,499.0,80%,4.1,2.451,Stands,774,Good
"Amazon Basics Wireless Mouse | 2.4 GHz Connection, 1600 DPI | Type - C Adapter | Upto 12 Months of Battery Life | Ambidextrous Design | Suitable for PC/Mac/Laptop",Computers&Accessories,499.0,1.0,50%,5.0,23.0,Mice,775,Good
Crucial RAM 8GB DDR4 3200MHz CL22 (or 2933MHz or 2666MHz) Laptop Memory CT8G4SFRA32A,Computers&Accessories,1.792,3.5,49%,4.5,26.194,Memory,776,Good
"APC Back-UPS BX600C-IN 600VA / 360W, 230V, UPS System, an Ideal Power Backup & Protection for Home Office, Desktop PC & Home Electronics",Computers&Accessories,3.299,4.1,20%,3.9,15.783,UninterruptedPowerSupplies,777,Average
"Luxor 5 Subject Single Ruled Notebook - A5 Size, 70 GSM, 300 Pages",OfficeProducts,125.0,180.0,31%,4.4,8.053,CompositionNotebooks,778,Good
"Zebronics Zeb-Jaguar Wireless Mouse, 2.4GHz with USB Nano Receiver, High Precision Optical Tracking, 4 Buttons, Plug & Play, Ambidextrous, for PC/Mac/Laptop (Black+Grey)",Computers&Accessories,399.0,1.19,66%,4.1,2.809,Mice,779,Good
"Boult Audio Truebuds with 30H Playtime, IPX7 Waterproof, Lightning Boult™ Type C Fast Charging (10 Min=100Mins), BoomX™ Tech Rich Bass, Pro+ Calling HD Mic, Touch Controls in Ear Earbuds TWS (Grey)",Electronics,1.199,7.999,85%,3.6,25.91,In-Ear,780,Average
"Wembley LCD Writing Pad/Tab | Writing, Drawing, Reusable, Portable Pad with Colorful Letters | 9 Inch Graphic Tablet (Assorted)",Computers&Accessories,235.0,1.599,85%,3.8,1.173,GraphicTablets,781,Average
"Gizga Essentials Multi-Purpose Portable & Foldable Wooden Desk for Bed Tray, Laptop Table, Study Table (Black)",Computers&Accessories,549.0,1.999,73%,3.6,6.422,Lapdesks,782,Average
"E-COSMOS Plug in LED Night Light Mini USB LED Light Flexible USB LED Ambient Light Mini USB LED Light, LED Portable car Bulb, Indoor, Outdoor, Reading, Sleep (4 pcs)",Computers&Accessories,89.0,99.0,10%,4.2,241.0,Lamps,783,Good
"Duracell USB C To Lightning Apple Certified (Mfi) Braided Sync & Charge Cable For Iphone, Ipad And Ipod. Fast Charging Lightning Cable, 3.9 Feet (1.2M) - Black",Computers&Accessories,970.0,1.999,51%,4.4,184.0,USBCables,784,Good
Noise Buds VS201 V2 in-Ear Truly Wireless Earbuds with Dual Equalizer | with Mic | Total 14-Hour Playtime | Full Touch Control | IPX5 Water Resistance and Bluetooth v5.1 (Olive Green),Electronics,1.299,2.999,57%,3.8,14.629,In-Ear,785,Average
"Lapster Gel Mouse pad with Wrist Rest , Gaming Mouse Pad with Lycra Cloth Nonslip for Laptop , Computer, , Home & Office (Black)",Computers&Accessories,230.0,999.0,77%,4.2,1.528,MousePads,786,Good
"Gizga Essentials Earphone Carrying Case, Multi-Purpose Pocket Storage Travel Organizer for Earphones, Headset, Pen Drives, SD Cards, Shock-Proof Ballistic Nylon, Soft Fabric, Mesh Pocket, Green",Electronics,119.0,499.0,76%,4.3,15.032,Cases,787,Good
"SanDisk Ultra SDHC UHS-I Card 32GB 120MB/s R for DSLR Cameras, for Full HD Recording, 10Y Warranty",Electronics,449.0,800.0,44%,4.4,69.585,SecureDigitalCards,788,Good
"DIGITEK® (DRL-14C) Professional (31cm) Dual Temperature LED Ring Light with Tripod Stand & Mini Tripod for YouTube, Photo-Shoot, Video Shoot, Live Stream, Makeup, Vlogging & More",Electronics,1.699,3.495,51%,4.1,14.371,SelfieLights,789,Good
"Classmate Long Notebook - 140 Pages, Single Line, 297mm x 210mm (Pack of 12)",OfficeProducts,561.0,720.0,22%,4.4,3.182,CompositionNotebooks,790,Good
"Lenovo 300 Wired Plug & Play USB Mouse, High Resolution 1600 DPI Optical Sensor, 3-Button Design with clickable Scroll Wheel, Ambidextrous, Ergonomic Mouse for Comfortable All-Day Grip (GX30M39704)",Computers&Accessories,289.0,590.0,51%,4.4,25.886,Mice,791,Good
"Dyazo 6 Angles Adjustable Aluminum Ergonomic Foldable Portable Tabletop Laptop/Desktop Riser Stand Holder Compatible for MacBook, HP, Dell, Lenovo & All Other Notebook (Silver)",Computers&Accessories,599.0,1.999,70%,4.4,4.736,NotebookComputerStands,792,Good
"Western Digital WD 2TB My Passport Portable Hard Disk Drive, USB 3.0 with  Automatic Backup, 256 Bit AES Hardware Encryption,Password Protection,Compatible with Windows and Mac, External HDD-Black",Computers&Accessories,5.599,7.35,24%,4.4,73.005,ExternalHardDisks,793,Good
"Logitech C270 Digital HD Webcam with Widescreen HD Video Calling, HD Light Correction, Noise-Reducing Mic, for Skype, FaceTime, Hangouts, WebEx, PC/Mac/Laptop/MacBook/Tablet - (Black, HD 720p/30fps)",Computers&Accessories,1.99,2.595,23%,4.3,20.398,Webcams,794,Good
Portronics MPORT 31 4 Ports USB Hub (USB A to 4 USB-A Ports 4 in 1 Connector USB HUB(Grey),Computers&Accessories,499.0,799.0,38%,4.3,2.125,USBHubs,795,Good
"AirCase Protective Laptop Bag Sleeve fits Upto 15.6"" Laptop/ MacBook, Wrinkle Free, Padded, Waterproof Light Neoprene case Cover Pouch, for Men & Women, Black- 6 Months Warranty",Computers&Accessories,449.0,999.0,55%,4.3,11.33,LaptopSleeves&Slipcases,796,Good
Zinq Five Fan Cooling Pad and Laptop Stand with Dual Height Adjustment and Dual USB Port Extension (Black),Computers&Accessories,999.0,1.999,50%,4.2,27.441,CoolingPads,797,Good
"Gizga Essentials Webcam Cover, Privacy Protector Webcam Cover Slide, Compatible with Laptop, Desktop, PC, Smartphone, Protect Your Privacy and Security, Strong Adhesive, Set of 3, Black",Computers&Accessories,69.0,299.0,77%,4.3,255.0,CameraPrivacyCovers,798,Good
HP Z3700 Wireless Optical Mouse with USB Receiver and 2.4GHz Wireless Connection/ 1200DPI / 16 Months Long Battery Life /Ambidextrous and Slim Design (Modern Gold),Computers&Accessories,899.0,1.499,40%,4.2,23.174,Mice,799,Good
MAONO AU-400 Lavalier Auxiliary Omnidirectional Microphone (Black),MusicalInstruments,478.0,699.0,32%,3.8,20.218,Condenser,800,Average
TABLE MAGIC Multipurpose Laptop Table Mat Finish Top Work at Home Study Table (TM Regular- Black) (Alloy Steel),Computers&Accessories,1.399,2.49,44%,4.3,11.074,LaptopAccessories,801,Good
"AmazonBasics USB 2.0 - A-Male to A-Female Extension Cable for Personal Computer, Printer (Black, 9.8 Feet/3 Meters)",Computers&Accessories,199.0,750.0,73%,4.5,74.976,USBCables,802,Good
"GIZGA Essentials Portable Tabletop Tablet Stand Mobile Holder, Desktop Stand, Cradle, Dock for iPad, Smartphone, Kindle, E-Reader, Fully Foldable, Adjustable Angle, Anti-Slip Pads, Black",Computers&Accessories,149.0,499.0,70%,4.1,25.607,Stands,803,Good
"boAt Stone 650 10W Bluetooth Speaker with Upto 7 Hours Playback, IPX5 and Integrated Controls (Blue)",Electronics,1.799,4.99,64%,4.2,41.226,BluetoothSpeakers,804,Good
"ESnipe Mart Worldwide Travel Adapter with Build in Dual USB Charger Ports with 125V 6A, 250V Protected Electrical Plug for Laptops, Cameras (White)",HomeImprovement,425.0,999.0,57%,4.0,2.581,Adapters&Multi-Outlets,805,Average
