product_name,category,discounted_price,actual_price,discount_percentage,rating,rating_count,product_type,id,mean_of_ratings
"Zoul Type C to Type C Fast Charging Cable 65W 2M/6ft USB C Nylon Braided Cord Compatible with MacBook Oneplus 9 9R Samsung Galaxy S21 Ultra S20+ (2M, Black)",Computers&Accessories,399.0,1.099,64%,4.1,2.685,USBCables,140,Good
"TP-LINK AC1300 Archer T3U Plus High Gain USB 3.0 Wi-Fi Dongle, Wireless Dual Band MU-MIMO WiFi Adapter with High Gain Antenna, Supports Windows 11/10/8.1/8/7/XP/MacOS",Computers&Accessories,1.699,2.999,43%,4.4,24.78,WirelessUSBAdapters,141,Good
"LRIPL Mi Remote Control with Netflix & Prime Video Button Compatible for Mi 4X LED Android Smart TV 4A Remote Control (32""/43"") with Voice Command (Pairing Required)",Electronics,655.0,1.099,40%,3.2,285.0,RemoteControls,142,Average
"TP-Link Nano USB WiFi Dongle 150Mbps High Gain Wireless Network Wi-Fi Adapter for PC Desktop and Laptops, Supports Windows 10/8.1/8/7/XP, Linux, Mac OS X (TL-WN722N)",Computers&Accessories,749.0,1.339,44%,4.2,1.79,WirelessUSBAdapters,143,Good
Kodak 80 cm (32 inches) HD Ready Certified Android LED TV 32HDX7XPRO (Black),Electronics,9.999,12.999,23%,4.2,6.088,SmartTelevisions,144,Good
Airtel DigitalTV DTH Remote SD/HD/HD Recording Compatible for Television (Shining Black ),Electronics,195.0,499.0,61%,3.7,1.383,RemoteControls,145,Average
"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, MFi Certified Charger for Apple iPhone, iPad, Silver, 6-Ft",Computers&Accessories,999.0,2.1,52%,4.5,5.492,USBCables,146,Good
"Ambrane Fast 100W Output Cable with Type-C to Type-C for Mobile, Laptop, Macbook & Table Charging, 480mbps Data Sync Speed, Braided Cable, 1.5m Length (ABCC-100, Black-Grey)",Computers&Accessories,499.0,899.0,44%,4.2,919.0,USBCables,147,Good
"BlueRigger Digital Optical Audio Toslink Cable (3.3 Feet / 1 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",Electronics,416.0,599.0,31%,4.2,30.023,OpticalCables,148,Good
"Duracell Type-C To Micro 1.2M braided Sync & Charge Cable, USB C to Micro Fast Charge Compatible for fast data transmission (Black)",Computers&Accessories,368.0,699.0,47%,4.2,387.0,USBCables,149,Good
VU 138 cm (55 inches) Premium Series 4K Ultra HD Smart IPS LED TV 55UT (Black),Electronics,29.99,65.0,54%,4.1,211.0,SmartTelevisions,150,Good
"Zoul USB Type C Fast Charging 3A Nylon Braided Data Cable Quick Charger Cable QC 3.0 for Samsung Galaxy M31s M30 S10 S9 S20 Plus, Note 10 9 8, A20e A40 A50 A70 (1M, Grey)",Computers&Accessories,339.0,1.099,69%,4.3,974.0,USBCables,151,Good
Samsung 80 cm (32 inches) Wondertainment Series HD Ready LED Smart TV UA32TE40AAKBXL (Titan Gray),Electronics,15.49,20.9,26%,4.3,16.299,SmartTelevisions,152,Good
MI Xiaomi USB Type C HYperCharge Cable 6A 100cm Sturdy and Durable Black Supports 120W HyperCharging,Computers&Accessories,499.0,1.299,62%,4.3,30.411,USBCables,153,Good
GENERIC Ultra-Mini Bluetooth CSR 4.0 USB Dongle Adapter for Windows Computer ( Black:Golden),Computers&Accessories,249.0,399.0,38%,3.4,4.642,WirelessUSBAdapters,154,Average
7SEVEN® Compatible for Tata Sky Remote Original Set Top HD Box and Suitable for SD Tata Play setup Box Remote Control,Electronics,399.0,799.0,50%,4.3,12.0,RemoteControls,155,Good
"Belkin Apple Certified Lightning To Type C Cable, Fast Charging For Iphone, Ipad, Air Pods, 3.3 Feet (1 Meters)    White",Computers&Accessories,1.499,1.999,25%,4.4,1.951,USBCables,156,Good
"EGate i9 Pro-Max 1080p Native Full HD Projector 4k Support | 3600 L (330 ANSI ) | 150"" (381 cm) Large Screen | VGA, AV, HDMI, SD Card, USB, Audio Out | (E03i31 / E04i32) Black",Electronics,9.49,15.99,41%,3.9,10.48,Projectors,157,Average
"ZEBRONICS HAA2021 HDMI version 2.1 cable with 8K @ 60Hz, 4K @ 120Hz, eARC & CEC support, 3D compatible, 2 meters length, 48Gbps max and Gold-plated connectors",Electronics,637.0,1.499,58%,4.1,24.0,HDMICables,158,Good
7SEVEN® Compatible for Sony Bravia LCD LED UHD OLED QLED 4K Ultra HD TV remote control with YouTube and NETFLIX Hotkeys. Universal Replacement for Original Sony Smart Android tv Remote Control,Electronics,399.0,899.0,56%,3.9,254.0,RemoteControls,159,Average
AmazonBasics Digital Optical Coax to Analog RCA Audio Converter Adapter with Fiber Cable,Electronics,1.089,1.6,32%,4.0,3.565,OpticalCables,160,Average
"Wayona Type C Cable Nylon Braided USB C QC 3.0 Fast Charging Short Power Bank Cable for Samsung Galaxy S10e/S10+/S10/S9/S9+/Note 9/S8/Note 8, LG G7 G5 G6, Moto G6 G7 (0.25M, Black)",Computers&Accessories,339.0,999.0,66%,4.3,6.255,USBCables,161,Good
"Pinnaclz Original Combo of 2 USB Type C Fast Charging Cable, USB C Data Cable for Charging and Data Transfer Smart Phones White 1.2 Meter Made in India (Pack of 2)",Computers&Accessories,149.0,499.0,70%,4.0,7.732,USBCables,162,Average
Ambrane BCL-15 Lightning Cable for Smartphone (1.5m Black),Computers&Accessories,149.0,399.0,63%,3.9,57.0,USBCables,163,Average
"Belkin USB C to USB-C Fast Charging Type C Cable, 60W PD, 3.3 feet (1 meter) for Laptop, Personal Computer, Tablet, Smartphone - Black, USB-IF Certified",Computers&Accessories,599.0,849.0,29%,4.5,577.0,USBCables,164,Good
LOHAYA Television Remote Compatible with Samsung Smart LED/LCD/HD TV Remote Control [ Compatible for All Samsung Tv Remote Control ],Electronics,299.0,1.199,75%,3.9,1.193,RemoteControls,165,Average
"Wayona Nylon Braided Lightning USB Data Sync & 3A Charging Cable for iPhones, iPad Air, iPad Mini, iPod Nano and iPod Touch (3 FT Pack of 1, Grey)",Computers&Accessories,399.0,1.299,69%,4.2,13.12,USBCables,166,Good
Electvision Remote Control Compatible with Kodak/Thomson Smart led tv (Without Voice) Before Placing Order for verification Contact Our coustmer Care 7738090464,Electronics,339.0,1.999,83%,4.0,343.0,RemoteControls,167,Average
Acer 80 cm (32 inches) S Series HD Ready Android Smart LED TV AR32AR2841HDSB (Black),Electronics,12.499,22.99,46%,4.3,1.611,SmartTelevisions,168,Good
"realme 10W Fast Charging Micro-USB Cable (Braided, Black)",Computers&Accessories,249.0,399.0,38%,4.0,6.558,USBCables,169,Average
"TP-Link AC1300 USB WiFi Adapter (Archer T3U) - 2.4G/5G Dual Band Mini Wireless Network Adapter for PC Desktop, MU-MIMO Wi-Fi Dongle, USB 3.0, Supports Windows 11,10, 8.1, 8, 7, XP/Mac OS 10.15 and earlier",Computers&Accessories,1.399,2.499,44%,4.4,23.169,WirelessUSBAdapters,170,Good
Acer 139 cm (55 inches) I Series 4K Ultra HD Android Smart LED TV AR55AR2851UDFL (Black),Electronics,32.999,47.99,31%,4.3,4.703,SmartTelevisions,171,Good
"Ambrane 60W / 3A Fast Charging Output Cable with Micro to USB for Mobile, Neckband, True Wireless Earphone Charging, 480mbps Data Sync Speed, 1m Length (ACM - AZ1, Black)",Computers&Accessories,149.0,399.0,63%,4.0,1.423,USBCables,172,Average
"Wayona USB Type C 65W Fast Charging 2M/6Ft Long Flash Charge Cable 3A QC 3.0 Data Cable Compatible with Samsung Galaxy S21 S10 S9 S8, iQOO Z3, Vivo, Note 10 9 8, A20e A40 A50 A70, Moto G7 G8 (2M, Grey)",Computers&Accessories,325.0,999.0,67%,4.3,2.651,USBCables,173,Good
"Syncwire LTG to USB Cable for Fast Charging Compatible with Phone 5/ 5C/ 5S/ 6/ 6S/ 7/8/ X/XR/XS Max/ 11/12/ 13 Series and Pad Air/Mini, Pod & Other Devices (1.1 Meter, White)",Computers&Accessories,399.0,1.999,80%,5.0,5.0,USBCables,174,Good
"Skadioo WiFi Adapter for pc | Car Accessories, WiFi Dongle for pc | USB WiFi Adapter for pc | Wi-Fi Receiver 2.4GHz, 802.11b/g/n UNano Size WiFi Dongle Compatible Adapter,WiFi dongle for pc",Computers&Accessories,199.0,499.0,60%,3.7,612.0,WirelessUSBAdapters,175,Average
"FLiX (Beetel USB to Type C PVC Data Sync & 15W(3A) TPE Fast Charging Cable, Made in India, 480Mbps Data Sync, 1 Meter Long cable for all Andriod & all Type C Devices (Black)(XCD - FPC02)",Computers&Accessories,88.0,299.0,71%,4.0,9.378,USBCables,176,Average
"Zoul USB C to USB C Fast Charging Cable 65W Type C to Type C Nylon Braided Cord Compatible with Macbook Oneplus 9 10R Samsung Galaxy S22 S21 Ultra Z Flip3 Macbook Air/Pro M1 Google Pixel 11'' iPad Pro 2020/2018 (2M, Grey)",Computers&Accessories,399.0,1.099,64%,4.1,2.685,USBCables,177,Good
"FLiX (Beetel Flow USB to Micro USB PVC Data Sync & 12W(2.4A) Fast Charging Cable,Made in India,480Mbps Data Sync,Solid Cable,1 Meter Long cable for all Andriod & Micro USB Devices (Black)(XCD-FPM01)",Computers&Accessories,57.89,199.0,71%,4.0,9.378,USBCables,178,Average
7SEVEN® Bluetooth Voice Command Remote for Xiaomi Redmi Mi Smart TV with Netflix & Prime Video Hot Keys XMRM-00A,Electronics,799.0,1.999,60%,3.3,576.0,RemoteControls,179,Average
Sony TV - Remote Compatible for Sony LED Remote Control Works with Sony LED TV by Trend Trail Speed tech & Remote hi Remote & REO India only,Electronics,205.0,499.0,59%,3.8,313.0,RemoteControls,180,Average
"Storite USB 3.0 Cable A to Micro B high Speed Upto 5 Gbps Data Transfer Cable for Portable External Hard Drive - (20cm), Black",Computers&Accessories,299.0,699.0,57%,4.1,2.957,USBCables,181,Good
"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Space Grey)",Computers&Accessories,849.0,999.0,15%,4.1,6.736,USBCables,182,Good
"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.2 meter)",Computers&Accessories,949.0,1.999,53%,4.4,13.552,USBCables,183,Good
"AmazonBasics Double Braided Nylon USB Type-C to Type-C 2.0 Cable Smartphone (Dark Grey, 3 feet)",Computers&Accessories,499.0,1.2,58%,4.3,5.451,USBCables,184,Good
"Amazon Basics USB 3.0 Cable - A Male to Micro B - 6 Feet (1.8 Meters), Black",Computers&Accessories,299.0,485.0,38%,4.3,10.911,USBCables,185,Good
"AmazonBasics USB C to Lightning Aluminum with Nylon Braided MFi Certified Charging Cable (Grey, 1.8 meter)",Computers&Accessories,949.0,1.999,53%,4.4,13.552,USBCables,186,Good
"Wayona Usb C 65W Fast Charging Cable Compatible For Tablets Samsung S22 S20 S10 S20Fe S21 S21 Ultra A70 A51 A71 A50S M31 M51 M31S M53 5G (1M, Black)",Computers&Accessories,379.0,1.099,66%,4.3,2.806,USBCables,187,Good
Karbonn 80 cm (32 inches) Millenium Bezel-Less Series HD Ready Smart LED TV KJW32SKHD (Phantom Black),Electronics,8.99,18.99,53%,3.9,350.0,SmartTelevisions,188,Average
"BlueRigger Digital Optical Audio Toslink Cable (6 Feet / 1.8 Meter) With 8 Channel (7.1) Audio Support (for Home Theatre, Xbox, Playstation etc.)",Electronics,486.0,1.999,76%,4.2,30.023,OpticalCables,189,Good
VW 60 cm (24 inches) Premium Series HD Ready LED TV VW24A (Black),Electronics,5.699,11.0,48%,4.2,4.003,StandardTelevisions,190,Good
"Amazon Basics USB A to Lightning MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,709.0,1.999,65%,4.1,1.78,USBCables,191,Good
Samsung 138 cm (55 inches) Crystal 4K Neo Series Ultra HD Smart LED TV UA55AUE65AKXXL (Black),Electronics,47.99,70.9,32%,4.3,7.109,SmartTelevisions,192,Good
LOHAYA Television Remote Compatible for VU LED LCD HD Tv Remote Control Model No :- EN2B27V,Electronics,299.0,1.199,75%,3.7,490.0,RemoteControls,193,Average
"Duracell Micro USB 3A Braided Sync & Fast Charging Cable, 3.9 Feet (1.2M). Supports QC 2.0/3.0 Charging, High Speed Data Transmission - Black",Computers&Accessories,320.0,599.0,47%,4.1,491.0,USBCables,194,Good
"Zebronics CU3100V Fast charging Type C cable with QC 18W support, 3A max capacity, 1 meter braided cable, Data transfer and Superior durability (Braided Black + White)",Computers&Accessories,139.0,549.0,75%,3.9,61.0,USBCables,195,Average
"FLiX (Beetel) USB to iPhone Lightning Textured Pattern Data Sync & 2A Fast Charging Cable, Made in India, 480Mbps Data Sync, Tough Cable, 1 Meter Long USB Cable for Apple Devices (Black)(XCD-L102)",Computers&Accessories,129.0,249.0,48%,4.0,9.378,USBCables,196,Average
MI 108 cm (43 inches) 5A Series Full HD Smart Android LED TV L43M7-EAIN (Black),Electronics,24.999,35.999,31%,4.2,32.84,SmartTelevisions,197,Good
"Belkin Apple Certified Lightning to USB Charge and Sync Cable for iPhone, iPad, Air Pods, 39.6 inch (100cm) – Black",Computers&Accessories,999.0,1.699,41%,4.4,7.318,USBCables,198,Good
Time Office Scanner Replacement Cable for Startek FM220U (Type C) Ivory,Computers&Accessories,225.0,499.0,55%,4.1,789.0,USBCables,199,Good
Caldipree Silicone Case Cover Compatible for 2022 Samsung Smart TV Remote QLED TV BN68-13897A TM2280E (2022-BLACK),Electronics,547.0,2.999,82%,4.3,407.0,RemoteControls,200,Good
Storite USB 2.0 A to Mini 5 pin B Cable for External HDDS/Camera/Card Readers 35cm,Computers&Accessories,259.0,699.0,63%,3.8,2.399,USBCables,201,Average
Universal Remote Control for All Sony TV for All LCD LED and Bravia TVs Remote,Electronics,239.0,699.0,66%,4.4,2.64,RemoteControls,202,Good
Cotbolt Silicone Case Cover Compatible for Samsung BN59-01312A QLED 8K 4K Smart TV Remote Shockproof Protective Remote Cover (Black),Electronics,349.0,999.0,65%,4.0,839.0,RemoteControls,203,Average
"BlueRigger High Speed HDMI Cable with Ethernet - Supports 3D, 4K 60Hz and Audio Return - Latest Version (3 Feet / 0.9 Meter)",Electronics,467.0,599.0,22%,4.4,44.054,HDMICables,204,Good
"Amkette 30 Pin to USB Charging & Data Sync Cable for iPhone 3G/3GS/4/4s/iPad 1/2/3, iPod Nano 5th/6th Gen and iPod Touch 3rd/4th Gen -1.5m (Black)",Computers&Accessories,449.0,599.0,25%,4.0,3.231,USBCables,205,Average
TCL 80 cm (32 inches) HD Ready Certified Android Smart LED TV 32S615 (Black),Electronics,11.99,31.99,63%,4.2,64.0,SmartTelevisions,206,Good
POPIO Type C Dash Charging USB Data Cable for OnePlus Devices,Computers&Accessories,350.0,599.0,42%,3.9,8.314,USBCables,207,Average
"MYVN LTG to USB for Fast Charging & Data Sync USB Cable Compatible for iPhone 5/5s/6/6S/7/7+/8/8+/10/11, iPad Air/Mini, iPod and iOS Devices (1 M)",Computers&Accessories,252.0,999.0,75%,3.7,2.249,USBCables,208,Average
Tata Sky Universal Remote Compatible for SD/HD,Electronics,204.0,599.0,66%,3.6,339.0,RemoteControls,209,Average
"WZATCO Pixel | Portable LED Projector | Native 720p with Full HD 1080P Support | 2000 Lumens (200 ANSI) | 176"" Large Screen | Projector for Home and Outdoor | Compatible with TV Stick, PC, PS4",Electronics,6.49,9.99,35%,4.0,27.0,Projectors,210,Average
7SEVEN® Compatible Tata Sky Remote Control Replacement of Original dth SD HD tata Play Set top Box Remote - IR Learning Universal Remote for Any Brand TV - Pairing Must,Electronics,235.0,599.0,61%,3.5,197.0,RemoteControls,211,Average
"AmazonBasics USB 2.0 Extension Cable for Personal Computer, Printer, 2-Pack - A-Male to A-Female - 3.3 Feet (1 Meter, Black)",Computers&Accessories,299.0,800.0,63%,4.5,74.977,USBCables,212,Good
"Amazon Basics USB C to Lightning TPE MFi Certified Charging Cable (White, 1.2 meter)",Computers&Accessories,799.0,1.999,60%,4.2,8.583,USBCables,213,Good
Crypo™ Universal Remote Compatible with Tata Sky Universal HD & SD Set top Box (Also Works with All TV),Electronics,299.0,999.0,70%,3.8,928.0,RemoteControls,214,Average
Karbonn 80 cm (32 Inches) Millennium Series HD Ready LED TV KJW32NSHDF (Phantom Black) with Bezel-Less Design,Electronics,6.999,16.99,59%,3.8,110.0,StandardTelevisions,215,Average
OnePlus 138.7 cm (55 inches) U Series 4K LED Smart Android TV 55U1S (Black),Electronics,42.999,59.999,28%,4.1,6.753,SmartTelevisions,216,Good
Posh 1.5 Meter High Speed Gold Plated HDMI Male to Female Extension Cable (Black),Electronics,173.0,999.0,83%,4.3,1.237,HDMICables,217,Good
"Amazon Basics HDMI Coupler,Black",Electronics,209.0,600.0,65%,4.4,18.872,Adapters,218,Good
"boAt LTG 550v3 Lightning Apple MFi Certified Cable with Spaceship Grade Aluminium Housing,Stress Resistance, Rapid 2.4A Charging & 480mbps Data Sync, 1m Length & 10000+ Bends Lifespan(Mercurial Black)",Computers&Accessories,848.99,1.49,43%,3.9,356.0,USBCables,219,Average
"Wayona Nylon Braided Usb Syncing And Charging Cable Sync And Charging Cable For Iphone, Ipad (3 Ft, Black) - Pack Of 2",Computers&Accessories,649.0,1.999,68%,4.2,24.269,USBCables,220,Good
Astigo Compatible Remote for Airtel Digital Set Top Box (Pairing Required with TV Remote),Electronics,299.0,899.0,67%,3.8,425.0,RemoteControls,221,Average
"Caprigo Heavy Duty TV Wall Mount Stand for 12 to 27 inches LED/LCD/Monitor Screen's, Full Motion Rotatable Universal TV & Monitor Wall Mount Bracket with Swivel & Tilt Adjustments (Single Arm - M416)",Electronics,399.0,799.0,50%,4.1,1.161,TVWall&CeilingMounts,222,Good
"Portronics Konnect L 60W PD Type C to Type C Mobile Charging Cable, 1.2M, Fast Data Sync, Tangle Resistant, TPE+Nylon Braided(Grey)",Computers&Accessories,249.0,499.0,50%,4.1,1.508,USBCables,223,Good
TATA SKY HD Connection with 1 month basic package and free installation,Electronics,1.249,2.299,46%,4.3,7.636,SatelliteReceivers,224,Good
Remote Compatible for Samsung LED/LCD Remote Control Works with Samsung LED/LCD TV by Trend Trail,Electronics,213.0,499.0,57%,3.7,246.0,RemoteControls,225,Average
SoniVision SA-D10 SA-D100 SA-D40 Home Theater Systems Remote Compatible with Sony RM-ANU156,Electronics,209.0,499.0,58%,4.0,479.0,RemoteControls,226,Average
Rts™ High Speed 3D Full HD 1080p Support (10 Meters) HDMI Male to HDMI Male Cable TV Lead 1.4V for All Hdmi Devices- Black (10M - 30 FEET),Electronics,598.0,4.999,88%,4.2,910.0,HDMICables,227,Good
"boAt LTG 500 Apple MFI Certified for iPhone, iPad and iPod 2Mtr Data Cable(Metallic Silver)",Computers&Accessories,799.0,1.749,54%,4.1,5.626,USBCables,228,Good
Agaro Blaze USBA to micro +Type C 2in1 Braided 1.2M Cable,Computers&Accessories,159.0,595.0,73%,4.3,14.184,USBCables,229,Good
AmazonBasics 6 Feet DisplayPort to DisplayPort Cable - (Not HDMI Cable) (Gold),Computers&Accessories,499.0,1.1,55%,4.4,25.177,DVICables,230,Good
MI 108 cm (43 inches) 5X Series 4K Ultra HD LED Smart Android TV L43M6-ES (Grey),Electronics,31.999,49.999,36%,4.3,21.252,SmartTelevisions,231,Good
Sansui 140cm (55 inches) 4K Ultra HD Certified Android LED TV with Dolby Audio & Dolby Vision JSW55ASUHD (Mystique Black),Electronics,32.99,56.79,42%,4.3,567.0,SmartTelevisions,232,Good
LOHAYA LCD/LED Remote Compatible for Sony Bravia Smart LCD LED UHD OLED QLED 4K Ultra HD TV Remote Control with YouTube & Netflix Function [ Compatible for Sony Tv Remote Control ],Electronics,299.0,1.199,75%,3.5,466.0,RemoteControls,233,Average
